"#","Latin Input","Devanagari Target","Devanagari Predicted","Correct"
"34","augustustine","अगस्टाइन","बगस्त्वेशि","❌"
"35","agsta","अगस्ता","अग्सता","❌"
"36","agusta","अगस्ता","अगुस्ता","❌"
"37","augusta","अगस्ता","आगुस्ता","❌"
"38","agr","अग्र","एग्री","❌"
"39","agra","अग्र","अग्रा","❌"
"40","achambha","अचंभा","अम्भा","❌"
"41","achanbha","अचंभा","अंहनभा","❌"
"42","achievement","अचीवमेंट","अचिवेमेंट","❌"
"43","achivement","अचीवमेंट","अविचेमेंट","❌"
"44","acchi","अच्छी","अच्छी","✅"
"45","achchi","अच्छी","अच्छी","✅"
"46","achhi","अच्छी","अछी","❌"
"47","achyut","अच्युत","अछ्युत","❌"
"48","achhanera","अछनेरा","अछ्नेरा","❌"
"49","achnera","अछनेरा","अच्नरा","❌"
"50","ajmeedh","अजमीढ़","अजमीदध","❌"
"51","ajhar","अजहर","अझर","❌"
"52","azhar","अजहर","अझर","❌"
"53","ajit","अजित","अजित","✅"
"54","agnat","अज्ञात","अग्नत","❌"
"55","agyaat","अज्ञात","अज्ञात","✅"
"56","agyat","अज्ञात","अज्ञतत","❌"
"57","atakta","अटकता","अतकता","❌"
"58","atkata","अटकता","अतकता","❌"
"59","atake","अटके","आतके","❌"
"60","atke","अटके","आटके","❌"
"61","atwaal","अटवाल","अतववाल","❌"
"62","atwal","अटवाल","अतवल","❌"
"63","attahasa","अट्टहास","अत्तावा","❌"
"64","atthaas","अट्टहास","आत्थास","❌"
"65","atthas","अट्टहास","आत्थास","❌"
"66","addon","अड्डों","अद्डों","❌"
"67","athak","अथक","अठाक","❌"
"68","atharv","अथर्व","अथररव","❌"
"69","atharva","अथर्व","अथरववा","❌"
"70","adad","अदद","अदाद","❌"
"71","adaani","अदाणी","अदानी","❌"
"72","adani","अदाणी","अदानी","❌"
"73","advait","अद्वैत","अवादित","❌"
"74","adwait","अद्वैत","अवादित","❌"
"75","advaitvaad","अद्वैतवाद","अव्वादिवाद","❌"
"76","advaitwad","अद्वैतवाद","अव्वादिवा","❌"
"77","adhivas","अधिवास","आधिवास","❌"
"78","adhiwas","अधिवास","आधिवास","❌"
"79","advivas","अधिवास","अद्वववस","❌"
"80","adhiik","अधीक","आधिक","❌"
"1","ank","अंक","अंक","✅"
"2","anka","अंक","अंका","❌"
"3","ankit","अंकित","अंकित","✅"
"4","anakon","अंकों","अनाकों","❌"
"5","ankhon","अंकों","अंखों","❌"
"6","ankon","अंकों","अंकों","✅"
"7","angkor","अंकोर","अंगकोर","❌"
"8","ankor","अंकोर","अंकोर","✅"
"9","angaarak","अंगारक","अंगारक","✅"
"10","angarak","अंगारक","अंगराक","❌"
"11","angraji","अंग्रज़ी","अंगराजी","❌"
"12","angreji","अंग्रज़ी","अंगरेजी","❌"
"13","angrzi","अंग्रज़ी","अंगरजी","❌"
"14","antah","अंतः","अंता","❌"
"15","antaha","अंतः","अंताहा","❌"
"16","antarmukh","अंतर्मुख","अंतर्मुख","✅"
"17","antmurkh","अंतर्मुख","अंत्मुर्ख","❌"
"18","antrmukh","अंतर्मुख","अंत्मुच्","❌"
"19","andrabee","अंद्राबी","अंदररे","❌"
"20","andrabi","अंद्राबी","अंदर्बी","❌"
"21","andha","अंधा","अंधा","✅"
"22","andhapan","अंधापन","अंधापन","✅"
"23","andheri","अंधेरी","अंधरी","❌"
"24","ambaani","अंबानी","अमाबनी","❌"
"25","ambani","अंबानी","अंबानी","✅"
"26","akram","अकरम","अकररम","❌"
"27","acapulco","अकापुल्को","अकुपुल्क","❌"
"28","akapulko","अकापुल्को","अकुकुल्","❌"
"29","akhand","अखंड","अखंंड","❌"
"30","akhil","अखिल","अखील","❌"
"31","agavai","अगवाई","अगवाई","✅"
"32","agvaai","अगवाई","अगवाई","✅"
"33","augustine","अगस्टाइन","आगस्तियों","❌"
"34","augustustine","अगस्टाइन","बगुस्त्सूइं","❌"
"35","agsta","अगस्ता","अगस्ता","✅"
"36","agusta","अगस्ता","अगुस्ता","❌"
"37","augusta","अगस्ता","आगुसता","❌"
"38","agr","अग्र","एग्र","❌"
"39","agra","अग्र","अग्र","✅"
"40","achambha","अचंभा","अखमभा","❌"
"41","achanbha","अचंभा","अखंभा","❌"
"42","achievement","अचीवमेंट","अविचेंतेंट","❌"
"43","achivement","अचीवमेंट","अविचेंतें","❌"
"44","acchi","अच्छी","अची","❌"
"45","achchi","अच्छी","अच्छी","✅"
"46","achhi","अच्छी","अछी","❌"
"47","achyut","अच्युत","अछ्युत","❌"
"48","achhanera","अछनेरा","अच्नारा","❌"
"49","achnera","अछनेरा","अचनरा","❌"
"50","ajmeedh","अजमीढ़","अजमीध","❌"
"51","ajhar","अजहर","अझर","❌"
"52","azhar","अजहर","अझर","❌"
"53","ajit","अजित","अजित","✅"
"54","agnat","अज्ञात","अगनात","❌"
"55","agyaat","अज्ञात","अज्ञात","✅"
"56","agyat","अज्ञात","अज्ञात","✅"
"57","atakta","अटकता","अतकता","❌"
"58","atkata","अटकता","अतकता","❌"
"59","atake","अटके","अतके","❌"
"60","atke","अटके","आतके","❌"
"61","atwaal","अटवाल","अतवाल","❌"
"62","atwal","अटवाल","अतवल","❌"
"63","attahasa","अट्टहास","अत्ताशा","❌"
"64","atthaas","अट्टहास","अत्थास","❌"
"65","atthas","अट्टहास","अत्थास","❌"
"66","addon","अड्डों","अद्डों","❌"
"67","athak","अथक","अथक","✅"
"68","atharv","अथर्व","अथारव","❌"
"69","atharva","अथर्व","अथारवा","❌"
"70","adad","अदद","अदद","✅"
"71","adaani","अदाणी","अदानी","❌"
"72","adani","अदाणी","अदानी","❌"
"73","advait","अद्वैत","अदवाइट","❌"
"74","adwait","अद्वैत","अदवाइट","❌"
"75","advaitvaad","अद्वैतवाद","अद्विवादा","❌"
"76","advaitwad","अद्वैतवाद","अद्विवादा","❌"
"77","adhivas","अधिवास","अधिवास","✅"
"78","adhiwas","अधिवास","अधिवास","✅"
"79","advivas","अधिवास","अदवविवास","❌"
"80","adhiik","अधीक","आधिक","❌"
"1","ank","अंक","एंक","❌"
"2","anka","अंक","अंका","❌"
"3","ankit","अंकित","अन्कित","❌"
"4","anakon","अंकों","अनाकों","❌"
"5","ankhon","अंकों","अंखों","❌"
"6","ankon","अंकों","अंकों","✅"
"7","angkor","अंकोर","अंगकोर","❌"
"8","ankor","अंकोर","अंकोर","✅"
"9","angaarak","अंगारक","अंगराक","❌"
"10","angarak","अंगारक","अंगरक","❌"
"11","angraji","अंग्रज़ी","अंग्रजी","❌"
"12","angreji","अंग्रज़ी","अंग्रेजी","❌"
"13","angrzi","अंग्रज़ी","अंग्रजी","❌"
"14","antah","अंतः","अंताह","❌"
"15","antaha","अंतः","अंताहा","❌"
"16","antarmukh","अंतर्मुख","अंतरमुख","❌"
"17","antmurkh","अंतर्मुख","अंतमरुं","❌"
"18","antrmukh","अंतर्मुख","अंतरमुक","❌"
"19","andrabee","अंद्राबी","अंद्रेय","❌"
"20","andrabi","अंद्राबी","अंद्रही","❌"
"21","andha","अंधा","अंधाा","❌"
"22","andhapan","अंधापन","अनधापन","❌"
"23","andheri","अंधेरी","अंधरी","❌"
"24","ambaani","अंबानी","अमबानी","❌"
"25","ambani","अंबानी","अम्बनी","❌"
"26","akram","अकरम","अक्रम","❌"
"27","acapulco","अकापुल्को","अकापोलक","❌"
"28","akapulko","अकापुल्को","अकापकोलक","❌"
"29","akhand","अखंड","अखंंड","❌"
"30","akhil","अखिल","अखिल","✅"
"31","agavai","अगवाई","अगावी","❌"
"32","agvaai","अगवाई","अगवाई","✅"
"33","augustine","अगस्टाइन","आग्सिसन","❌"
"34","augustustine","अगस्टाइन","आगुस्त्सियन","❌"
